anomaly_type,affected_records_pct,data_source,pipeline_stage,historical_frequency,time_sensitivity,data_domain,severity_score_raw,severity_score,label
data_corruption,10.93,erp,transformation,frequent,low,operations,0.4096,0.1965,auto_resolve
null_values,25.96,crm,transformation,frequent,medium,finance,0.3943,0.4628,auto_resolve
duplicates,29.02,manual_entry,ingestion,occasional,medium,marketing,0.379,0.25,auto_resolve
null_values,44.14,erp,serving,first_occurrence,medium,hr,0.5492,0.5741,escalate
duplicates,1.48,erp,loading,occasional,medium,product,0.3172,0.3099,auto_resolve
null_values,6.87,erp,serving,frequent,low,product,0.3101,0.3071,auto_resolve
null_values,10.33,api_feed,serving,frequent,high,hr,0.4769,0.3565,auto_resolve
outlier,18.35,api_feed,transformation,occasional,low,hr,0.3482,0.4512,auto_resolve
duplicates,52.31,manual_entry,transformation,occasional,medium,compliance,0.526,0.397,auto_resolve
referential_integrity,30.37,api_feed,validation,rare,medium,operations,0.5125,0.5876,escalate
null_values,14.67,api_feed,ingestion,first_occurrence,medium,hr,0.3939,0.2507,auto_resolve
null_values,26.04,erp,serving,frequent,high,product,0.4915,0.4897,escalate
duplicates,28.85,erp,ingestion,chronic,medium,product,0.3209,0.5013,escalate
null_values,21.65,manual_entry,transformation,occasional,high,product,0.4851,0.7212,critical
null_values,34.53,erp,validation,frequent,medium,operations,0.392,0.2301,auto_resolve
data_corruption,13.47,iot_stream,serving,frequent,low,operations,0.488,0.4176,auto_resolve
null_values,38.02,api_feed,validation,rare,high,hr,0.5209,0.4686,escalate
null_values,4.12,api_feed,validation,rare,low,hr,0.2915,0.517,escalate
schema_mismatch,14.18,api_feed,transformation,rare,high,operations,0.5285,0.5217,escalate
duplicates,57.43,data_warehouse,validation,chronic,critical,finance,0.5609,0.6684,critical
schema_mismatch,40.66,api_feed,validation,first_occurrence,low,marketing,0.4575,0.4875,escalate
duplicates,38.34,api_feed,transformation,occasional,high,operations,0.4849,0.365,auto_resolve
outlier,30.76,iot_stream,loading,occasional,medium,marketing,0.4525,0.2665,auto_resolve
null_values,37.75,api_feed,ingestion,frequent,low,operations,0.3293,0.268,auto_resolve
duplicates,21.69,api_feed,transformation,rare,medium,finance,0.4167,0.6484,critical
schema_mismatch,32.58,erp,serving,chronic,medium,finance,0.5353,0.561,escalate
referential_integrity,21.68,erp,transformation,occasional,critical,product,0.5931,0.6986,critical
duplicates,26.14,iot_stream,validation,chronic,medium,operations,0.3579,0.2161,auto_resolve
schema_mismatch,39.39,erp,transformation,occasional,high,product,0.5546,0.522,escalate
null_values,40.71,crm,serving,occasional,medium,finance,0.5009,0.5787,escalate
null_values,20.46,crm,ingestion,frequent,low,marketing,0.2503,0.1412,auto_resolve
null_values,5.12,data_warehouse,ingestion,occasional,medium,finance,0.299,0.2927,auto_resolve
outlier,58.66,api_feed,loading,rare,high,finance,0.6573,0.5693,escalate
null_values,2.9,api_feed,validation,frequent,high,finance,0.4028,0.4855,escalate
outlier,43.61,data_warehouse,transformation,occasional,critical,operations,0.5764,0.6163,critical
null_values,14.33,erp,transformation,occasional,low,finance,0.3142,0.3825,auto_resolve
referential_integrity,19.88,manual_entry,transformation,frequent,medium,product,0.4911,0.5782,escalate
outlier,13.82,manual_entry,serving,frequent,low,operations,0.401,0.3782,auto_resolve
null_values,25.15,api_feed,validation,occasional,high,marketing,0.4376,0.538,escalate
null_values,11.71,manual_entry,serving,occasional,low,product,0.3772,0.3182,auto_resolve
null_values,10.98,data_warehouse,serving,rare,low,operations,0.3382,0.4008,auto_resolve
referential_integrity,27.63,erp,transformation,occasional,high,marketing,0.5343,0.3372,auto_resolve
null_values,21.54,crm,validation,rare,medium,operations,0.3782,0.3036,auto_resolve
duplicates,10.11,iot_stream,validation,rare,medium,hr,0.3643,0.5959,escalate
duplicates,33.34,api_feed,loading,frequent,critical,operations,0.5427,0.6038,escalate
outlier,34.1,api_feed,validation,rare,medium,compliance,0.49,0.5511,escalate
duplicates,10.4,erp,ingestion,rare,medium,marketing,0.3085,0.2261,auto_resolve
duplicates,16.77,iot_stream,serving,frequent,critical,operations,0.5411,0.4317,auto_resolve
data_corruption,30.48,manual_entry,validation,frequent,high,product,0.6115,0.5851,escalate
null_values,24.66,data_warehouse,loading,frequent,low,hr,0.3154,0.3087,auto_resolve
outlier,10.98,api_feed,transformation,occasional,high,compliance,0.4867,0.6781,critical
null_values,1.38,data_warehouse,transformation,occasional,medium,product,0.3007,0.4026,auto_resolve
duplicates,19.44,api_feed,validation,chronic,high,operations,0.3945,0.4054,auto_resolve
referential_integrity,10.4,api_feed,loading,rare,medium,hr,0.4995,0.5061,escalate
schema_mismatch,27.16,manual_entry,ingestion,first_occurrence,low,operations,0.4542,0.53,escalate
schema_mismatch,28.37,api_feed,transformation,rare,high,finance,0.5985,0.4666,auto_resolve
null_values,56.87,api_feed,loading,frequent,low,operations,0.4314,0.2393,auto_resolve
duplicates,6.96,erp,serving,rare,high,marketing,0.4424,0.5168,escalate
duplicates,21.94,erp,ingestion,occasional,high,hr,0.403,0.4102,auto_resolve
duplicates,4.89,manual_entry,ingestion,occasional,critical,hr,0.4673,0.3361,auto_resolve
duplicates,7.73,crm,transformation,chronic,low,compliance,0.2411,0.0316,auto_resolve
duplicates,63.12,manual_entry,ingestion,occasional,medium,finance,0.5136,0.603,escalate
duplicates,40.07,erp,ingestion,occasional,low,operations,0.3137,0.2615,auto_resolve
null_values,3.67,erp,transformation,chronic,medium,marketing,0.3012,0.3413,auto_resolve
duplicates,31.5,manual_entry,validation,rare,medium,operations,0.4386,0.4122,auto_resolve
null_values,20.91,erp,transformation,occasional,medium,finance,0.4028,0.3994,auto_resolve
referential_integrity,34.07,data_warehouse,transformation,first_occurrence,medium,operations,0.5282,0.469,escalate
schema_mismatch,21.77,data_warehouse,serving,rare,critical,hr,0.6434,0.6357,critical
null_values,6.02,api_feed,transformation,first_occurrence,low,marketing,0.3181,0.3758,auto_resolve
schema_mismatch,27.82,api_feed,loading,occasional,medium,hr,0.5035,0.4759,escalate
outlier,24.55,crm,ingestion,rare,high,marketing,0.4414,0.4081,auto_resolve
null_values,22.65,manual_entry,loading,frequent,low,marketing,0.3568,0.4176,auto_resolve
null_values,15.11,crm,loading,occasional,high,compliance,0.4694,0.5368,escalate
null_values,15.11,data_warehouse,ingestion,occasional,high,finance,0.3976,0.2839,auto_resolve
null_values,23.01,data_warehouse,validation,frequent,high,marketing,0.3896,0.3867,auto_resolve
outlier,8.72,crm,validation,chronic,medium,compliance,0.3443,0.2919,auto_resolve
data_corruption,9.79,manual_entry,transformation,occasional,high,finance,0.6258,0.6272,critical
null_values,18.05,api_feed,loading,first_occurrence,critical,marketing,0.5566,0.7,critical
outlier,7.45,api_feed,transformation,rare,low,operations,0.334,0.3699,auto_resolve
null_values,11.5,crm,transformation,frequent,medium,hr,0.3402,0.5566,escalate
schema_mismatch,33.44,manual_entry,serving,frequent,high,hr,0.6424,0.6644,critical
outlier,18.34,crm,ingestion,occasional,low,hr,0.2922,0.2755,auto_resolve
duplicates,23.0,iot_stream,ingestion,rare,medium,compliance,0.4042,0.4022,auto_resolve
null_values,75.78,api_feed,ingestion,occasional,medium,marketing,0.4923,0.5066,escalate
schema_mismatch,24.9,api_feed,serving,frequent,low,operations,0.4425,0.4748,escalate
data_corruption,16.45,data_warehouse,ingestion,occasional,medium,compliance,0.4792,0.38,auto_resolve
null_values,39.98,manual_entry,ingestion,first_occurrence,high,finance,0.5857,0.5624,escalate
null_values,27.51,api_feed,validation,occasional,low,compliance,0.3526,0.2801,auto_resolve
null_values,32.85,api_feed,loading,frequent,low,compliance,0.3919,0.4949,escalate
schema_mismatch,15.34,api_feed,transformation,chronic,high,compliance,0.5232,0.3306,auto_resolve
schema_mismatch,13.76,erp,serving,rare,high,finance,0.5967,0.6124,critical
outlier,4.93,data_warehouse,ingestion,chronic,medium,operations,0.2831,0.1312,auto_resolve
outlier,11.6,erp,validation,occasional,medium,product,0.3553,0.3985,auto_resolve
referential_integrity,25.82,api_feed,validation,frequent,low,marketing,0.3864,0.3465,auto_resolve
outlier,39.22,manual_entry,transformation,frequent,high,operations,0.5534,0.3717,auto_resolve
null_values,46.49,erp,loading,occasional,low,marketing,0.3882,0.4824,escalate
schema_mismatch,0.63,iot_stream,validation,first_occurrence,critical,finance,0.605,0.3534,auto_resolve
null_values,3.31,erp,ingestion,rare,high,product,0.3815,0.3784,auto_resolve
duplicates,2.94,crm,ingestion,frequent,low,compliance,0.2034,0.2725,auto_resolve
referential_integrity,37.13,api_feed,ingestion,occasional,medium,finance,0.5195,0.6572,critical
schema_mismatch,29.24,api_feed,loading,occasional,critical,finance,0.6648,0.5038,escalate
data_corruption,19.23,data_warehouse,ingestion,occasional,high,operations,0.5204,0.4688,escalate
duplicates,12.53,api_feed,serving,rare,medium,finance,0.4423,0.5507,escalate
duplicates,21.29,crm,ingestion,rare,low,hr,0.278,0.3931,auto_resolve
duplicates,13.4,erp,serving,frequent,medium,hr,0.3847,0.5128,escalate
null_values,5.16,erp,loading,occasional,medium,operations,0.3552,0.6113,critical
null_values,58.19,api_feed,ingestion,rare,medium,product,0.4757,0.4248,auto_resolve
duplicates,19.75,erp,ingestion,occasional,low,finance,0.2719,0.3091,auto_resolve
null_values,7.64,api_feed,loading,chronic,critical,marketing,0.4654,0.4309,auto_resolve
referential_integrity,14.96,data_warehouse,ingestion,rare,medium,product,0.413,0.2155,auto_resolve
null_values,33.36,api_feed,ingestion,rare,low,finance,0.3693,0.3603,auto_resolve
null_values,31.34,manual_entry,loading,occasional,low,marketing,0.3905,0.191,auto_resolve
outlier,8.72,erp,serving,first_occurrence,low,hr,0.4052,0.3531,auto_resolve
null_values,13.24,iot_stream,loading,first_occurrence,medium,marketing,0.4273,0.2805,auto_resolve
referential_integrity,47.6,erp,loading,first_occurrence,low,operations,0.5379,0.5818,escalate
outlier,24.14,api_feed,validation,rare,medium,product,0.4216,0.3437,auto_resolve
null_values,29.25,erp,loading,occasional,low,marketing,0.3425,0.164,auto_resolve
schema_mismatch,11.75,crm,transformation,rare,low,operations,0.3678,0.4544,auto_resolve
schema_mismatch,3.7,erp,loading,occasional,low,finance,0.3703,0.31,auto_resolve
outlier,17.21,erp,validation,frequent,medium,hr,0.373,0.3298,auto_resolve
outlier,23.64,iot_stream,validation,first_occurrence,medium,marketing,0.4442,0.3465,auto_resolve
outlier,29.74,erp,serving,rare,medium,product,0.4907,0.6056,escalate
schema_mismatch,16.72,data_warehouse,transformation,chronic,high,finance,0.4835,0.5105,escalate
duplicates,1.16,api_feed,validation,occasional,medium,product,0.2947,0.2334,auto_resolve
schema_mismatch,25.78,erp,transformation,frequent,medium,product,0.4422,0.2508,auto_resolve
data_corruption,28.61,erp,ingestion,occasional,low,product,0.4282,0.6793,critical
schema_mismatch,6.03,crm,transformation,chronic,medium,hr,0.3809,0.5788,escalate
schema_mismatch,22.95,iot_stream,serving,rare,low,marketing,0.4636,0.6079,escalate
duplicates,60.92,crm,transformation,first_occurrence,medium,operations,0.503,0.4327,auto_resolve
outlier,46.55,iot_stream,validation,frequent,medium,marketing,0.452,0.4019,auto_resolve
data_corruption,51.0,crm,validation,first_occurrence,high,marketing,0.6546,0.6946,critical
null_values,10.66,erp,loading,occasional,medium,operations,0.3703,0.2809,auto_resolve
null_values,33.5,crm,loading,first_occurrence,medium,hr,0.4746,0.3757,auto_resolve
duplicates,1.88,manual_entry,ingestion,occasional,low,operations,0.2527,0.3985,auto_resolve
duplicates,16.06,api_feed,transformation,frequent,critical,compliance,0.5135,0.508,escalate
schema_mismatch,19.02,data_warehouse,validation,occasional,low,hr,0.3445,0.2325,auto_resolve
null_values,24.58,erp,ingestion,occasional,low,operations,0.2931,0.3884,auto_resolve
duplicates,34.99,crm,transformation,rare,low,operations,0.3437,0.2863,auto_resolve
schema_mismatch,26.89,manual_entry,transformation,rare,critical,operations,0.6624,0.4645,auto_resolve
schema_mismatch,10.75,api_feed,ingestion,frequent,critical,operations,0.5191,0.4056,auto_resolve
schema_mismatch,16.32,iot_stream,serving,first_occurrence,medium,marketing,0.5308,0.4792,escalate
outlier,16.71,api_feed,serving,occasional,low,operations,0.387,0.4089,auto_resolve
schema_mismatch,23.04,manual_entry,validation,occasional,high,hr,0.5573,0.5745,escalate
outlier,76.42,crm,ingestion,occasional,medium,marketing,0.494,0.6168,critical
schema_mismatch,41.72,data_warehouse,serving,occasional,low,marketing,0.4498,0.4261,auto_resolve
duplicates,11.42,crm,validation,frequent,medium,marketing,0.2847,0.2381,auto_resolve
schema_mismatch,30.91,iot_stream,serving,occasional,medium,marketing,0.5271,0.6516,critical
null_values,1.89,erp,ingestion,first_occurrence,medium,marketing,0.3283,0.4262,auto_resolve
null_values,15.67,manual_entry,ingestion,chronic,medium,product,0.3501,0.3288,auto_resolve
duplicates,8.68,iot_stream,validation,rare,high,hr,0.4275,0.4567,auto_resolve
referential_integrity,19.53,iot_stream,serving,frequent,medium,marketing,0.5076,0.46,auto_resolve
schema_mismatch,24.03,api_feed,ingestion,first_occurrence,low,compliance,0.4426,0.3264,auto_resolve
null_values,24.63,api_feed,transformation,occasional,low,hr,0.3434,0.5631,escalate
schema_mismatch,30.24,iot_stream,validation,occasional,high,finance,0.5749,0.5207,escalate
null_values,1.02,api_feed,serving,first_occurrence,low,product,0.3592,0.3887,auto_resolve
outlier,2.66,api_feed,loading,frequent,medium,product,0.3636,0.212,auto_resolve
outlier,13.65,erp,serving,rare,low,operations,0.3895,0.4632,auto_resolve
schema_mismatch,20.37,api_feed,validation,occasional,low,marketing,0.3614,0.2408,auto_resolve
schema_mismatch,16.03,erp,loading,frequent,medium,product,0.4321,0.5999,escalate
duplicates,19.97,manual_entry,transformation,occasional,low,finance,0.3537,0.5335,escalate
duplicates,15.09,crm,ingestion,occasional,medium,operations,0.3,0.3566,auto_resolve
referential_integrity,20.57,api_feed,validation,occasional,medium,product,0.4551,0.4666,auto_resolve
outlier,15.79,iot_stream,validation,first_occurrence,high,product,0.4962,0.4775,escalate
duplicates,0.45,api_feed,transformation,chronic,medium,hr,0.2981,0.2933,auto_resolve
duplicates,50.58,iot_stream,ingestion,occasional,low,finance,0.3845,0.4254,auto_resolve
null_values,11.63,erp,loading,occasional,high,marketing,0.423,0.432,auto_resolve
null_values,9.31,api_feed,loading,occasional,critical,product,0.5003,0.5985,escalate
null_values,49.52,api_feed,transformation,occasional,low,hr,0.4131,0.3212,auto_resolve
duplicates,6.47,api_feed,serving,first_occurrence,medium,product,0.4171,0.5699,escalate
referential_integrity,6.69,manual_entry,transformation,rare,medium,finance,0.524,0.4817,escalate
duplicates,27.08,crm,ingestion,occasional,medium,compliance,0.3572,0.2826,auto_resolve
null_values,10.62,api_feed,ingestion,rare,low,marketing,0.2772,0.3135,auto_resolve
null_values,19.52,crm,transformation,first_occurrence,low,marketing,0.3326,0.3753,auto_resolve
duplicates,19.7,api_feed,ingestion,occasional,low,product,0.2638,0.0901,auto_resolve
outlier,37.24,iot_stream,validation,occasional,low,operations,0.3884,0.3403,auto_resolve
duplicates,5.5,crm,loading,occasional,medium,hr,0.329,0.1118,auto_resolve
outlier,33.48,api_feed,transformation,frequent,high,operations,0.5046,0.437,auto_resolve
outlier,22.65,api_feed,loading,occasional,medium,product,0.4284,0.3651,auto_resolve
null_values,9.74,manual_entry,serving,first_occurrence,medium,finance,0.5154,0.5452,escalate
schema_mismatch,0.33,crm,transformation,frequent,low,finance,0.32,0.2412,auto_resolve
data_corruption,5.18,api_feed,ingestion,occasional,medium,hr,0.4569,0.4018,auto_resolve
duplicates,1.07,manual_entry,ingestion,occasional,high,product,0.3755,0.5059,escalate
null_values,33.28,api_feed,validation,frequent,high,compliance,0.4994,0.7058,critical
referential_integrity,24.13,manual_entry,transformation,rare,medium,marketing,0.525,0.433,auto_resolve
referential_integrity,57.77,erp,validation,occasional,medium,hr,0.565,0.6669,critical
duplicates,18.95,data_warehouse,validation,rare,low,marketing,0.2622,0.301,auto_resolve
schema_mismatch,6.18,crm,validation,first_occurrence,critical,marketing,0.5358,0.3619,auto_resolve
null_values,23.15,crm,ingestion,occasional,medium,finance,0.3629,0.2838,auto_resolve
outlier,22.86,api_feed,ingestion,rare,medium,marketing,0.3945,0.0917,auto_resolve
duplicates,29.54,api_feed,transformation,first_occurrence,medium,finance,0.4627,0.495,escalate
null_values,18.75,api_feed,loading,occasional,low,marketing,0.3253,0.2176,auto_resolve
schema_mismatch,35.22,erp,validation,occasional,medium,marketing,0.4537,0.4671,auto_resolve
data_corruption,13.6,erp,validation,occasional,critical,product,0.5983,0.8554,critical
outlier,23.86,manual_entry,validation,first_occurrence,low,marketing,0.4024,0.5617,escalate
null_values,13.0,erp,transformation,occasional,low,product,0.2889,0.2122,auto_resolve
null_values,17.8,manual_entry,ingestion,occasional,low,product,0.3127,0.2118,auto_resolve
referential_integrity,12.83,api_feed,ingestion,occasional,low,operations,0.3598,0.4891,escalate
referential_integrity,24.78,crm,ingestion,frequent,critical,hr,0.5678,0.4673,auto_resolve
duplicates,27.69,manual_entry,ingestion,chronic,high,marketing,0.4179,0.517,escalate
schema_mismatch,29.32,iot_stream,transformation,first_occurrence,critical,finance,0.7056,0.9792,critical
duplicates,8.88,iot_stream,loading,occasional,high,hr,0.4393,0.5068,escalate
duplicates,19.98,crm,ingestion,frequent,medium,hr,0.3079,0.4263,auto_resolve
null_values,13.18,api_feed,ingestion,occasional,medium,operations,0.3387,0.4455,auto_resolve
null_values,8.66,data_warehouse,ingestion,chronic,medium,product,0.2664,0.2107,auto_resolve
null_values,9.31,api_feed,ingestion,frequent,medium,hr,0.3229,0.3519,auto_resolve
outlier,27.43,erp,ingestion,frequent,high,operations,0.4439,0.3483,auto_resolve
null_values,44.67,crm,ingestion,first_occurrence,medium,finance,0.4717,0.6007,escalate
null_values,8.57,manual_entry,ingestion,rare,medium,product,0.3741,0.2656,auto_resolve
duplicates,13.95,manual_entry,serving,occasional,medium,compliance,0.466,0.5361,escalate
null_values,45.08,data_warehouse,transformation,occasional,low,hr,0.367,0.4802,escalate
null_values,4.78,data_warehouse,ingestion,frequent,medium,product,0.2667,0.2175,auto_resolve
schema_mismatch,11.03,erp,transformation,chronic,medium,operations,0.3988,0.3267,auto_resolve
duplicates,23.77,api_feed,ingestion,rare,medium,marketing,0.3545,0.3375,auto_resolve
schema_mismatch,23.31,crm,validation,occasional,medium,compliance,0.4582,0.3689,auto_resolve
referential_integrity,63.73,crm,transformation,frequent,high,hr,0.6432,0.6589,critical
null_values,17.31,crm,loading,frequent,high,operations,0.4326,0.3409,auto_resolve
referential_integrity,18.84,data_warehouse,serving,frequent,medium,hr,0.4896,0.4051,auto_resolve
referential_integrity,22.96,crm,validation,occasional,medium,operations,0.4481,0.5028,escalate
outlier,23.18,api_feed,ingestion,chronic,low,finance,0.3166,0.3784,auto_resolve
schema_mismatch,2.08,api_feed,transformation,occasional,low,hr,0.3474,0.3181,auto_resolve
schema_mismatch,20.19,erp,transformation,rare,low,finance,0.424,0.2593,auto_resolve
schema_mismatch,20.05,api_feed,loading,rare,high,marketing,0.5407,0.6578,critical
schema_mismatch,47.14,crm,ingestion,occasional,high,finance,0.5717,0.5269,escalate
null_values,11.45,erp,validation,frequent,low,marketing,0.2529,0.4592,auto_resolve
data_corruption,13.7,api_feed,transformation,occasional,high,compliance,0.6127,0.5995,escalate
schema_mismatch,31.28,iot_stream,transformation,occasional,medium,finance,0.5257,0.5393,escalate
outlier,36.43,manual_entry,transformation,occasional,high,marketing,0.5364,0.4933,escalate
duplicates,46.45,iot_stream,transformation,frequent,medium,product,0.4332,0.4576,auto_resolve
null_values,66.33,erp,validation,rare,high,product,0.5679,0.9155,critical
duplicates,31.2,crm,validation,occasional,medium,hr,0.3674,0.3325,auto_resolve
duplicates,6.93,api_feed,ingestion,rare,low,compliance,0.2741,0.4018,auto_resolve
duplicates,21.92,data_warehouse,ingestion,occasional,low,hr,0.2462,0.2552,auto_resolve
duplicates,3.86,erp,loading,occasional,medium,hr,0.3356,0.453,auto_resolve
null_values,3.98,crm,transformation,occasional,critical,operations,0.4564,0.2633,auto_resolve
duplicates,46.86,data_warehouse,validation,occasional,medium,marketing,0.3786,0.5731,escalate
duplicates,8.83,data_warehouse,transformation,chronic,high,operations,0.3488,0.3829,auto_resolve
data_corruption,23.13,crm,validation,chronic,low,product,0.3973,0.3705,auto_resolve
null_values,23.3,manual_entry,validation,rare,high,hr,0.5132,0.6036,escalate
duplicates,27.62,api_feed,ingestion,rare,high,product,0.4364,0.4508,auto_resolve
null_values,16.31,api_feed,transformation,first_occurrence,medium,hr,0.4321,0.3173,auto_resolve
duplicates,16.94,api_feed,transformation,rare,medium,hr,0.389,0.1467,auto_resolve
duplicates,45.1,data_warehouse,ingestion,rare,low,finance,0.3454,0.528,escalate
schema_mismatch,49.71,crm,validation,frequent,low,marketing,0.4073,0.385,auto_resolve
data_corruption,21.38,manual_entry,ingestion,chronic,low,operations,0.4383,0.377,auto_resolve
null_values,10.68,crm,ingestion,rare,high,finance,0.4196,0.3661,auto_resolve
schema_mismatch,24.51,api_feed,loading,frequent,high,compliance,0.5797,0.7262,critical
null_values,5.33,manual_entry,loading,frequent,low,marketing,0.3109,0.2619,auto_resolve
null_values,22.86,manual_entry,ingestion,occasional,critical,finance,0.5593,0.6237,critical
duplicates,48.32,data_warehouse,validation,frequent,high,hr,0.4601,0.4266,auto_resolve
null_values,15.38,manual_entry,ingestion,chronic,medium,finance,0.3752,0.2497,auto_resolve
schema_mismatch,61.25,manual_entry,validation,chronic,critical,operations,0.6964,0.7866,critical
schema_mismatch,23.6,erp,transformation,frequent,high,marketing,0.4918,0.6021,escalate
outlier,34.3,data_warehouse,loading,occasional,low,finance,0.3895,0.3215,auto_resolve
duplicates,33.52,api_feed,transformation,rare,critical,hr,0.5699,0.5661,escalate
schema_mismatch,21.16,api_feed,transformation,chronic,medium,marketing,0.4218,0.4315,auto_resolve
duplicates,3.77,api_feed,loading,rare,low,operations,0.2964,0.3409,auto_resolve
null_values,17.22,erp,ingestion,occasional,low,marketing,0.2629,0.4601,auto_resolve
null_values,25.94,api_feed,ingestion,rare,medium,operations,0.3958,0.3634,auto_resolve
schema_mismatch,48.97,erp,transformation,occasional,critical,operations,0.6572,0.6242,critical
data_corruption,13.05,erp,validation,rare,medium,finance,0.525,0.5075,escalate
null_values,24.59,data_warehouse,ingestion,frequent,medium,hr,0.3321,0.2378,auto_resolve
schema_mismatch,42.27,data_warehouse,validation,occasional,medium,operations,0.4682,0.296,auto_resolve
outlier,19.72,api_feed,transformation,occasional,high,compliance,0.5125,0.5259,escalate
outlier,55.08,data_warehouse,validation,occasional,low,product,0.3863,0.439,auto_resolve
duplicates,13.65,api_feed,serving,occasional,medium,operations,0.4005,0.4008,auto_resolve
schema_mismatch,3.9,erp,transformation,frequent,medium,finance,0.4115,0.4052,auto_resolve
schema_mismatch,22.63,data_warehouse,validation,chronic,low,product,0.3203,0.2304,auto_resolve
referential_integrity,10.54,api_feed,transformation,frequent,critical,operations,0.5735,0.5987,escalate
null_values,8.53,manual_entry,ingestion,occasional,critical,product,0.482,0.499,escalate
referential_integrity,20.61,api_feed,loading,frequent,medium,operations,0.4857,0.5332,escalate
null_values,18.1,api_feed,loading,occasional,high,finance,0.4933,0.5257,escalate
outlier,52.64,crm,loading,occasional,high,product,0.5525,0.5919,escalate
null_values,7.53,data_warehouse,serving,frequent,low,product,0.2903,0.4222,auto_resolve
null_values,8.4,erp,transformation,occasional,low,finance,0.297,0.3542,auto_resolve
null_values,42.94,api_feed,validation,occasional,medium,hr,0.445,0.4931,escalate
duplicates,5.37,crm,ingestion,frequent,medium,operations,0.2623,0.088,auto_resolve
duplicates,27.68,api_feed,serving,occasional,medium,operations,0.4391,0.5445,escalate
null_values,5.64,erp,validation,frequent,medium,product,0.3068,0.277,auto_resolve
duplicates,36.27,manual_entry,ingestion,occasional,high,marketing,0.4618,0.4697,escalate
duplicates,14.31,api_feed,loading,occasional,low,finance,0.3199,0.1926,auto_resolve
outlier,14.26,crm,validation,frequent,low,marketing,0.271,0.48,escalate
referential_integrity,14.83,crm,serving,first_occurrence,low,compliance,0.5039,0.2565,auto_resolve
schema_mismatch,20.81,erp,loading,rare,medium,marketing,0.4685,0.6174,critical
null_values,4.55,manual_entry,loading,occasional,high,hr,0.4719,0.5145,escalate
null_values,11.41,iot_stream,transformation,rare,high,product,0.4574,0.2669,auto_resolve
referential_integrity,3.32,erp,transformation,rare,medium,product,0.4356,0.6392,critical
null_values,6.67,api_feed,loading,frequent,medium,finance,0.3789,0.4303,auto_resolve
duplicates,12.52,erp,ingestion,first_occurrence,low,finance,0.2973,0.0615,auto_resolve
referential_integrity,15.44,iot_stream,ingestion,occasional,medium,compliance,0.4762,0.434,auto_resolve
data_corruption,52.66,data_warehouse,serving,first_occurrence,critical,operations,0.8048,0.8583,critical
duplicates,5.36,manual_entry,serving,rare,low,finance,0.3867,0.5581,escalate
schema_mismatch,52.46,crm,serving,occasional,high,finance,0.6741,0.6332,critical
duplicates,23.78,api_feed,ingestion,chronic,low,product,0.2532,0.0,auto_resolve
outlier,39.99,data_warehouse,ingestion,occasional,medium,compliance,0.4307,0.5766,escalate
null_values,20.08,erp,serving,occasional,medium,operations,0.4292,0.479,escalate
null_values,45.65,manual_entry,ingestion,occasional,high,marketing,0.5079,0.2846,auto_resolve
schema_mismatch,36.56,data_warehouse,transformation,occasional,medium,hr,0.4776,0.5118,escalate
null_values,14.67,manual_entry,transformation,occasional,high,finance,0.5007,0.5456,escalate
schema_mismatch,2.21,api_feed,loading,rare,high,product,0.5028,0.4703,escalate
duplicates,1.89,api_feed,transformation,rare,medium,marketing,0.3283,0.2456,auto_resolve
referential_integrity,21.16,data_warehouse,ingestion,occasional,medium,finance,0.4384,0.3774,auto_resolve
outlier,13.57,erp,transformation,occasional,medium,marketing,0.3699,0.3373,auto_resolve
duplicates,27.98,data_warehouse,ingestion,frequent,medium,finance,0.3305,0.366,auto_resolve
outlier,57.29,api_feed,validation,occasional,medium,marketing,0.4804,0.5593,escalate
null_values,31.79,manual_entry,validation,frequent,medium,hr,0.4362,0.2214,auto_resolve
duplicates,7.49,data_warehouse,validation,occasional,medium,operations,0.2846,0.3102,auto_resolve
null_values,10.31,api_feed,transformation,occasional,low,hr,0.3033,0.3521,auto_resolve
referential_integrity,21.23,erp,ingestion,occasional,low,marketing,0.3584,0.3753,auto_resolve
outlier,43.58,crm,ingestion,rare,medium,marketing,0.4282,0.3877,auto_resolve
referential_integrity,21.12,iot_stream,serving,chronic,high,operations,0.5861,0.7281,critical
referential_integrity,41.51,api_feed,transformation,occasional,high,operations,0.6037,0.7381,critical
data_corruption,4.96,erp,transformation,occasional,critical,finance,0.635,0.5984,escalate
null_values,12.82,iot_stream,transformation,occasional,medium,product,0.3748,0.3665,auto_resolve
referential_integrity,45.65,data_warehouse,serving,frequent,low,finance,0.5152,0.5924,escalate
schema_mismatch,13.09,iot_stream,loading,rare,medium,finance,0.5136,0.6418,critical
duplicates,23.94,api_feed,ingestion,frequent,high,marketing,0.3867,0.3052,auto_resolve
schema_mismatch,44.21,data_warehouse,validation,rare,medium,hr,0.5046,0.4,auto_resolve
duplicates,10.14,iot_stream,transformation,rare,medium,finance,0.3948,0.4222,auto_resolve
null_values,16.12,crm,loading,frequent,medium,finance,0.3831,0.2708,auto_resolve
null_values,7.5,data_warehouse,serving,rare,low,operations,0.3286,0.1341,auto_resolve
null_values,21.18,api_feed,validation,occasional,low,marketing,0.2999,0.2179,auto_resolve
duplicates,12.45,data_warehouse,loading,occasional,low,finance,0.2797,0.3214,auto_resolve
referential_integrity,36.0,manual_entry,transformation,chronic,medium,hr,0.5432,0.6986,critical
